zone;X;Y;time;idleDRTVehicles
241;455000.0;5727000.0;0.0;0
241;455000.0;5727000.0;24343.0;1
241;455000.0;5727000.0;24688.0;0
241;455000.0;5727000.0;29095.0;1
241;455000.0;5727000.0;29576.0;2
241;455000.0;5727000.0;29627.0;3
241;455000.0;5727000.0;30395.0;4
241;455000.0;5727000.0;31496.0;3
241;455000.0;5727000.0;32728.0;4
241;455000.0;5727000.0;52358.0;3
241;455000.0;5727000.0;52631.0;4
241;455000.0;5727000.0;54041.0;3
241;455000.0;5727000.0;55286.0;2
241;455000.0;5727000.0;55734.0;1
241;455000.0;5727000.0;56081.0;0
241;455000.0;5727000.0;60567.0;1
241;455000.0;5727000.0;61186.0;2
241;455000.0;5727000.0;62369.0;3
241;455000.0;5727000.0;62538.0;4
241;455000.0;5727000.0;62730.0;5
241;455000.0;5727000.0;62890.0;6
241;455000.0;5727000.0;63407.0;5
241;455000.0;5727000.0;64483.0;4
241;455000.0;5727000.0;86400.0;3
241;455000.0;5727000.0;86400.0;2
241;455000.0;5727000.0;86400.0;1
241;455000.0;5727000.0;86400.0;0
383;465000.0;5721000.0;0.0;0
246;455000.0;5737000.0;0.0;0
246;455000.0;5737000.0;0.0;1
246;455000.0;5737000.0;0.0;2
246;455000.0;5737000.0;0.0;3
246;455000.0;5737000.0;0.0;4
246;455000.0;5737000.0;20593.0;3
246;455000.0;5737000.0;21820.0;2
246;455000.0;5737000.0;22319.0;1
246;455000.0;5737000.0;23446.0;0
246;455000.0;5737000.0;24974.0;1
246;455000.0;5737000.0;25010.0;0
246;455000.0;5737000.0;30726.0;1
246;455000.0;5737000.0;31538.0;0
246;455000.0;5737000.0;31651.0;1
246;455000.0;5737000.0;31856.0;2
246;455000.0;5737000.0;32373.0;1
246;455000.0;5737000.0;32661.0;2
246;455000.0;5737000.0;32857.0;3
246;455000.0;5737000.0;33139.0;2
246;455000.0;5737000.0;33524.0;1
246;455000.0;5737000.0;50958.0;0
246;455000.0;5737000.0;52524.0;1
246;455000.0;5737000.0;52833.0;0
246;455000.0;5737000.0;53215.0;1
246;455000.0;5737000.0;53601.0;2
246;455000.0;5737000.0;53874.0;1
246;455000.0;5737000.0;54352.0;0
246;455000.0;5737000.0;60219.0;1
246;455000.0;5737000.0;60898.0;2
246;455000.0;5737000.0;60969.0;3
246;455000.0;5737000.0;61155.0;4
246;455000.0;5737000.0;61168.0;5
246;455000.0;5737000.0;61206.0;4
246;455000.0;5737000.0;61242.0;3
246;455000.0;5737000.0;61243.0;2
246;455000.0;5737000.0;61246.0;3
246;455000.0;5737000.0;61331.0;4
246;455000.0;5737000.0;61450.0;5
246;455000.0;5737000.0;61492.0;6
246;455000.0;5737000.0;61577.0;5
246;455000.0;5737000.0;61825.0;6
246;455000.0;5737000.0;61942.0;5
246;455000.0;5737000.0;61979.0;6
246;455000.0;5737000.0;62087.0;7
246;455000.0;5737000.0;62191.0;6
246;455000.0;5737000.0;62306.0;7
246;455000.0;5737000.0;62367.0;6
246;455000.0;5737000.0;62414.0;7
246;455000.0;5737000.0;62606.0;6
246;455000.0;5737000.0;62906.0;7
246;455000.0;5737000.0;62973.0;6
246;455000.0;5737000.0;63240.0;7
246;455000.0;5737000.0;63279.0;6
246;455000.0;5737000.0;63512.0;7
246;455000.0;5737000.0;63573.0;6
246;455000.0;5737000.0;63619.0;5
246;455000.0;5737000.0;63821.0;6
246;455000.0;5737000.0;64134.0;7
246;455000.0;5737000.0;64222.0;8
246;455000.0;5737000.0;64463.0;9
246;455000.0;5737000.0;64555.0;10
246;455000.0;5737000.0;64616.0;9
246;455000.0;5737000.0;64675.0;10
246;455000.0;5737000.0;64700.0;9
246;455000.0;5737000.0;65286.0;8
246;455000.0;5737000.0;65617.0;9
246;455000.0;5737000.0;65797.0;8
246;455000.0;5737000.0;65820.0;7
246;455000.0;5737000.0;65952.0;6
246;455000.0;5737000.0;65993.0;7
246;455000.0;5737000.0;66369.0;6
246;455000.0;5737000.0;66852.0;5
246;455000.0;5737000.0;68102.0;4
246;455000.0;5737000.0;69336.0;3
246;455000.0;5737000.0;70082.0;2
246;455000.0;5737000.0;70486.0;3
246;455000.0;5737000.0;86400.0;2
246;455000.0;5737000.0;86400.0;1
246;455000.0;5737000.0;86400.0;0
545;475000.0;5755000.0;0.0;0
380;465000.0;5715000.0;0.0;0
380;465000.0;5715000.0;0.0;1
380;465000.0;5715000.0;86400.0;0
128;447000.0;5733000.0;0.0;0
128;447000.0;5733000.0;0.0;1
128;447000.0;5733000.0;25718.0;0
128;447000.0;5733000.0;34399.0;1
128;447000.0;5733000.0;56215.0;0
237;455000.0;5719000.0;0.0;0
189;451000.0;5739000.0;0.0;0
189;451000.0;5739000.0;0.0;1
189;451000.0;5739000.0;22056.0;0
577;477000.0;5761000.0;0.0;0
487;471000.0;5755000.0;0.0;0
40;441000.0;5731000.0;0.0;0
470;471000.0;5721000.0;0.0;0
470;471000.0;5721000.0;0.0;1
470;471000.0;5721000.0;86400.0;0
184;451000.0;5729000.0;0.0;0
184;451000.0;5729000.0;0.0;1
184;451000.0;5729000.0;23784.0;0
184;451000.0;5729000.0;62108.0;1
184;451000.0;5729000.0;86400.0;0
229;453000.0;5761000.0;0.0;0
229;453000.0;5761000.0;0.0;1
229;453000.0;5761000.0;86400.0;0
605;479000.0;5759000.0;0.0;0
266;457000.0;5719000.0;0.0;0
534;475000.0;5733000.0;0.0;0
224;453000.0;5751000.0;0.0;0
60;443000.0;5713000.0;0.0;0
392;465000.0;5739000.0;0.0;0
541;475000.0;5747000.0;0.0;0
47;441000.0;5745000.0;0.0;0
36;441000.0;5723000.0;0.0;0
183;451000.0;5727000.0;0.0;0
228;453000.0;5759000.0;0.0;0
192;451000.0;5745000.0;0.0;0
76;443000.0;5745000.0;0.0;0
42;441000.0;5735000.0;0.0;0
273;457000.0;5733000.0;0.0;0
273;457000.0;5733000.0;0.0;1
273;457000.0;5733000.0;0.0;2
273;457000.0;5733000.0;22232.0;1
273;457000.0;5733000.0;24346.0;0
273;457000.0;5733000.0;30639.0;1
273;457000.0;5733000.0;30712.0;0
273;457000.0;5733000.0;31509.0;1
273;457000.0;5733000.0;31739.0;2
273;457000.0;5733000.0;32129.0;3
273;457000.0;5733000.0;32841.0;4
273;457000.0;5733000.0;33680.0;5
273;457000.0;5733000.0;50777.0;4
273;457000.0;5733000.0;51150.0;3
273;457000.0;5733000.0;52948.0;4
273;457000.0;5733000.0;53131.0;3
273;457000.0;5733000.0;53333.0;2
273;457000.0;5733000.0;54212.0;1
273;457000.0;5733000.0;54372.0;0
273;457000.0;5733000.0;54700.0;1
273;457000.0;5733000.0;54751.0;0
273;457000.0;5733000.0;61678.0;1
273;457000.0;5733000.0;61773.0;2
273;457000.0;5733000.0;62119.0;1
273;457000.0;5733000.0;63151.0;2
273;457000.0;5733000.0;64675.0;3
273;457000.0;5733000.0;86400.0;2
273;457000.0;5733000.0;86400.0;1
273;457000.0;5733000.0;86400.0;0
249;455000.0;5743000.0;0.0;0
249;455000.0;5743000.0;31871.0;1
249;455000.0;5743000.0;32916.0;2
249;455000.0;5743000.0;35348.0;3
249;455000.0;5743000.0;52886.0;2
249;455000.0;5743000.0;53117.0;1
249;455000.0;5743000.0;53448.0;2
249;455000.0;5743000.0;56687.0;1
249;455000.0;5743000.0;56758.0;0
249;455000.0;5743000.0;59603.0;1
249;455000.0;5743000.0;59771.0;0
276;457000.0;5739000.0;0.0;0
276;457000.0;5739000.0;21978.0;1
276;457000.0;5739000.0;22230.0;2
276;457000.0;5739000.0;22570.0;1
276;457000.0;5739000.0;22950.0;0
276;457000.0;5739000.0;30521.0;1
276;457000.0;5739000.0;31275.0;2
276;457000.0;5739000.0;31678.0;3
276;457000.0;5739000.0;31986.0;4
276;457000.0;5739000.0;32079.0;5
276;457000.0;5739000.0;32704.0;6
276;457000.0;5739000.0;32822.0;7
276;457000.0;5739000.0;33185.0;8
276;457000.0;5739000.0;49880.0;7
276;457000.0;5739000.0;51629.0;6
276;457000.0;5739000.0;51886.0;5
276;457000.0;5739000.0;52323.0;4
276;457000.0;5739000.0;52940.0;3
276;457000.0;5739000.0;53857.0;2
276;457000.0;5739000.0;54145.0;3
276;457000.0;5739000.0;54324.0;2
276;457000.0;5739000.0;55270.0;3
276;457000.0;5739000.0;55372.0;2
276;457000.0;5739000.0;55535.0;3
276;457000.0;5739000.0;55656.0;2
276;457000.0;5739000.0;55753.0;1
276;457000.0;5739000.0;55891.0;0
276;457000.0;5739000.0;58905.0;1
276;457000.0;5739000.0;59069.0;0
276;457000.0;5739000.0;61031.0;1
276;457000.0;5739000.0;61330.0;2
276;457000.0;5739000.0;62247.0;3
276;457000.0;5739000.0;62403.0;4
276;457000.0;5739000.0;62410.0;5
276;457000.0;5739000.0;63113.0;6
276;457000.0;5739000.0;63290.0;7
276;457000.0;5739000.0;63508.0;8
276;457000.0;5739000.0;63828.0;9
276;457000.0;5739000.0;64230.0;10
276;457000.0;5739000.0;65227.0;11
276;457000.0;5739000.0;65464.0;12
276;457000.0;5739000.0;66910.0;13
276;457000.0;5739000.0;86400.0;12
276;457000.0;5739000.0;86400.0;11
276;457000.0;5739000.0;86400.0;10
276;457000.0;5739000.0;86400.0;9
276;457000.0;5739000.0;86400.0;8
276;457000.0;5739000.0;86400.0;7
276;457000.0;5739000.0;86400.0;6
276;457000.0;5739000.0;86400.0;5
276;457000.0;5739000.0;86400.0;4
276;457000.0;5739000.0;86400.0;3
276;457000.0;5739000.0;86400.0;2
276;457000.0;5739000.0;86400.0;1
276;457000.0;5739000.0;86400.0;0
16;439000.0;5741000.0;0.0;0
481;471000.0;5743000.0;0.0;0
360;463000.0;5733000.0;0.0;0
59;443000.0;5711000.0;0.0;0
265;457000.0;5717000.0;0.0;0
306;459000.0;5741000.0;0.0;0
376;463000.0;5765000.0;0.0;0
65;443000.0;5723000.0;0.0;0
216;453000.0;5735000.0;0.0;0
216;453000.0;5735000.0;0.0;1
216;453000.0;5735000.0;0.0;2
216;453000.0;5735000.0;0.0;3
216;453000.0;5735000.0;0.0;4
216;453000.0;5735000.0;0.0;5
216;453000.0;5735000.0;0.0;6
216;453000.0;5735000.0;0.0;7
216;453000.0;5735000.0;0.0;8
216;453000.0;5735000.0;0.0;9
216;453000.0;5735000.0;0.0;10
216;453000.0;5735000.0;0.0;11
216;453000.0;5735000.0;0.0;12
216;453000.0;5735000.0;0.0;13
216;453000.0;5735000.0;22965.0;12
216;453000.0;5735000.0;23009.0;11
216;453000.0;5735000.0;23234.0;10
216;453000.0;5735000.0;23307.0;9
216;453000.0;5735000.0;23608.0;8
216;453000.0;5735000.0;23736.0;7
216;453000.0;5735000.0;23840.0;6
216;453000.0;5735000.0;23924.0;5
216;453000.0;5735000.0;24579.0;4
216;453000.0;5735000.0;24685.0;3
216;453000.0;5735000.0;24796.0;2
216;453000.0;5735000.0;24929.0;1
216;453000.0;5735000.0;25154.0;0
216;453000.0;5735000.0;30617.0;1
216;453000.0;5735000.0;31786.0;2
216;453000.0;5735000.0;31940.0;3
216;453000.0;5735000.0;32104.0;2
216;453000.0;5735000.0;33198.0;3
216;453000.0;5735000.0;33230.0;2
216;453000.0;5735000.0;50388.0;1
216;453000.0;5735000.0;52001.0;0
216;453000.0;5735000.0;60436.0;1
216;453000.0;5735000.0;61201.0;2
216;453000.0;5735000.0;61318.0;3
216;453000.0;5735000.0;61423.0;2
216;453000.0;5735000.0;61585.0;3
216;453000.0;5735000.0;61956.0;4
216;453000.0;5735000.0;62244.0;5
216;453000.0;5735000.0;62728.0;4
216;453000.0;5735000.0;62874.0;3
216;453000.0;5735000.0;63018.0;4
216;453000.0;5735000.0;63065.0;5
216;453000.0;5735000.0;63303.0;6
216;453000.0;5735000.0;63329.0;5
216;453000.0;5735000.0;63486.0;4
216;453000.0;5735000.0;63736.0;3
216;453000.0;5735000.0;64001.0;4
216;453000.0;5735000.0;64308.0;5
216;453000.0;5735000.0;64410.0;4
216;453000.0;5735000.0;64508.0;5
216;453000.0;5735000.0;64951.0;6
216;453000.0;5735000.0;64966.0;7
216;453000.0;5735000.0;65001.0;6
216;453000.0;5735000.0;65108.0;5
216;453000.0;5735000.0;65267.0;6
216;453000.0;5735000.0;65378.0;5
216;453000.0;5735000.0;65489.0;4
216;453000.0;5735000.0;65562.0;3
216;453000.0;5735000.0;65746.0;4
216;453000.0;5735000.0;65960.0;5
216;453000.0;5735000.0;66195.0;6
216;453000.0;5735000.0;66538.0;5
216;453000.0;5735000.0;67248.0;6
216;453000.0;5735000.0;67397.0;5
216;453000.0;5735000.0;67727.0;4
216;453000.0;5735000.0;67785.0;5
216;453000.0;5735000.0;68045.0;6
216;453000.0;5735000.0;69381.0;5
216;453000.0;5735000.0;69659.0;6
216;453000.0;5735000.0;70164.0;5
216;453000.0;5735000.0;71290.0;6
216;453000.0;5735000.0;86400.0;5
216;453000.0;5735000.0;86400.0;4
216;453000.0;5735000.0;86400.0;3
216;453000.0;5735000.0;86400.0;2
216;453000.0;5735000.0;86400.0;1
216;453000.0;5735000.0;86400.0;0
482;471000.0;5745000.0;0.0;0
394;465000.0;5743000.0;0.0;0
318;459000.0;5765000.0;0.0;0
31;441000.0;5713000.0;0.0;0
504;473000.0;5731000.0;0.0;0
277;457000.0;5741000.0;0.0;0
277;457000.0;5741000.0;0.0;1
277;457000.0;5741000.0;0.0;2
277;457000.0;5741000.0;21459.0;1
277;457000.0;5741000.0;22444.0;0
277;457000.0;5741000.0;30248.0;1
277;457000.0;5741000.0;30316.0;2
277;457000.0;5741000.0;30587.0;3
277;457000.0;5741000.0;31504.0;4
277;457000.0;5741000.0;32063.0;5
277;457000.0;5741000.0;33065.0;6
277;457000.0;5741000.0;50316.0;7
277;457000.0;5741000.0;52603.0;6
277;457000.0;5741000.0;53367.0;5
277;457000.0;5741000.0;53521.0;4
277;457000.0;5741000.0;54397.0;3
277;457000.0;5741000.0;54631.0;2
277;457000.0;5741000.0;55143.0;1
277;457000.0;5741000.0;55198.0;0
277;457000.0;5741000.0;60382.0;1
277;457000.0;5741000.0;60605.0;2
277;457000.0;5741000.0;60830.0;1
277;457000.0;5741000.0;61573.0;2
277;457000.0;5741000.0;62237.0;3
277;457000.0;5741000.0;62255.0;4
277;457000.0;5741000.0;86400.0;3
277;457000.0;5741000.0;86400.0;2
277;457000.0;5741000.0;86400.0;1
277;457000.0;5741000.0;86400.0;0
388;465000.0;5731000.0;0.0;0
125;447000.0;5727000.0;0.0;0
552;477000.0;5711000.0;0.0;0
364;463000.0;5741000.0;0.0;0
351;463000.0;5715000.0;0.0;0
367;463000.0;5747000.0;0.0;0
446;469000.0;5731000.0;0.0;0
490;471000.0;5761000.0;0.0;0
154;449000.0;5727000.0;0.0;0
154;449000.0;5727000.0;0.0;1
154;449000.0;5727000.0;25906.0;0
644;483000.0;5721000.0;0.0;0
565;477000.0;5737000.0;0.0;0
122;447000.0;5721000.0;0.0;0
122;447000.0;5721000.0;0.0;1
122;447000.0;5721000.0;58565.0;0
144;447000.0;5765000.0;0.0;0
142;447000.0;5761000.0;0.0;0
269;457000.0;5725000.0;0.0;0
117;447000.0;5711000.0;0.0;0
524;475000.0;5713000.0;0.0;0
242;455000.0;5729000.0;0.0;0
242;455000.0;5729000.0;0.0;1
242;455000.0;5729000.0;0.0;2
242;455000.0;5729000.0;0.0;3
242;455000.0;5729000.0;0.0;4
242;455000.0;5729000.0;0.0;5
242;455000.0;5729000.0;0.0;6
242;455000.0;5729000.0;0.0;7
242;455000.0;5729000.0;0.0;8
242;455000.0;5729000.0;0.0;9
242;455000.0;5729000.0;0.0;10
242;455000.0;5729000.0;19104.0;9
242;455000.0;5729000.0;20809.0;8
242;455000.0;5729000.0;22546.0;9
242;455000.0;5729000.0;23226.0;8
242;455000.0;5729000.0;23594.0;7
242;455000.0;5729000.0;23795.0;6
242;455000.0;5729000.0;23909.0;7
242;455000.0;5729000.0;23952.0;6
242;455000.0;5729000.0;24068.0;5
242;455000.0;5729000.0;24332.0;4
242;455000.0;5729000.0;24538.0;3
242;455000.0;5729000.0;24822.0;2
242;455000.0;5729000.0;24897.0;3
242;455000.0;5729000.0;24902.0;2
242;455000.0;5729000.0;25371.0;1
242;455000.0;5729000.0;25634.0;0
242;455000.0;5729000.0;25881.0;1
242;455000.0;5729000.0;25912.0;0
242;455000.0;5729000.0;31057.0;1
242;455000.0;5729000.0;31136.0;2
242;455000.0;5729000.0;33123.0;3
242;455000.0;5729000.0;33136.0;4
242;455000.0;5729000.0;33733.0;5
242;455000.0;5729000.0;34158.0;6
242;455000.0;5729000.0;34221.0;7
242;455000.0;5729000.0;34731.0;8
242;455000.0;5729000.0;53925.0;7
242;455000.0;5729000.0;53978.0;6
242;455000.0;5729000.0;54817.0;5
242;455000.0;5729000.0;55033.0;4
242;455000.0;5729000.0;55259.0;3
242;455000.0;5729000.0;55588.0;2
242;455000.0;5729000.0;55652.0;1
242;455000.0;5729000.0;55854.0;0
242;455000.0;5729000.0;60668.0;1
242;455000.0;5729000.0;61327.0;2
242;455000.0;5729000.0;61411.0;1
242;455000.0;5729000.0;62254.0;2
242;455000.0;5729000.0;62891.0;3
242;455000.0;5729000.0;65550.0;2
242;455000.0;5729000.0;86400.0;1
242;455000.0;5729000.0;86400.0;0
369;463000.0;5751000.0;0.0;0
131;447000.0;5739000.0;0.0;0
475;471000.0;5731000.0;0.0;0
631;481000.0;5753000.0;0.0;0
588;479000.0;5725000.0;0.0;0
359;463000.0;5731000.0;0.0;0
239;455000.0;5723000.0;0.0;0
71;443000.0;5735000.0;0.0;0
71;443000.0;5735000.0;59657.0;1
71;443000.0;5735000.0;86400.0;0
105;445000.0;5745000.0;0.0;0
105;445000.0;5745000.0;0.0;1
105;445000.0;5745000.0;86400.0;0
488;471000.0;5757000.0;0.0;0
488;471000.0;5757000.0;0.0;1
488;471000.0;5757000.0;86400.0;0
469;471000.0;5719000.0;0.0;0
469;471000.0;5719000.0;0.0;1
469;471000.0;5719000.0;86400.0;0
471;471000.0;5723000.0;0.0;0
601;479000.0;5751000.0;0.0;0
636;481000.0;5763000.0;0.0;0
159;449000.0;5737000.0;0.0;0
159;449000.0;5737000.0;0.0;1
159;449000.0;5737000.0;0.0;2
159;449000.0;5737000.0;25246.0;1
159;449000.0;5737000.0;25547.0;0
474;471000.0;5729000.0;0.0;0
49;441000.0;5749000.0;0.0;0
100;445000.0;5735000.0;0.0;0
100;445000.0;5735000.0;61014.0;1
100;445000.0;5735000.0;86400.0;0
502;473000.0;5727000.0;0.0;0
427;467000.0;5751000.0;0.0;0
21;439000.0;5751000.0;0.0;0
327;461000.0;5725000.0;0.0;0
243;455000.0;5731000.0;0.0;0
243;455000.0;5731000.0;0.0;1
243;455000.0;5731000.0;0.0;2
243;455000.0;5731000.0;0.0;3
243;455000.0;5731000.0;0.0;4
243;455000.0;5731000.0;0.0;5
243;455000.0;5731000.0;0.0;6
243;455000.0;5731000.0;19907.0;5
243;455000.0;5731000.0;21939.0;6
243;455000.0;5731000.0;22741.0;5
243;455000.0;5731000.0;23081.0;4
243;455000.0;5731000.0;23180.0;3
243;455000.0;5731000.0;23263.0;2
243;455000.0;5731000.0;23659.0;1
243;455000.0;5731000.0;23721.0;0
243;455000.0;5731000.0;29593.0;1
243;455000.0;5731000.0;29939.0;2
243;455000.0;5731000.0;30731.0;1
243;455000.0;5731000.0;30982.0;2
243;455000.0;5731000.0;31212.0;3
243;455000.0;5731000.0;31523.0;4
243;455000.0;5731000.0;31951.0;5
243;455000.0;5731000.0;32052.0;6
243;455000.0;5731000.0;32890.0;7
243;455000.0;5731000.0;33271.0;8
243;455000.0;5731000.0;33499.0;9
243;455000.0;5731000.0;34065.0;10
243;455000.0;5731000.0;51943.0;9
243;455000.0;5731000.0;52198.0;8
243;455000.0;5731000.0;52494.0;7
243;455000.0;5731000.0;52821.0;6
243;455000.0;5731000.0;53090.0;7
243;455000.0;5731000.0;53355.0;8
243;455000.0;5731000.0;53363.0;7
243;455000.0;5731000.0;53405.0;6
243;455000.0;5731000.0;53632.0;7
243;455000.0;5731000.0;53671.0;6
243;455000.0;5731000.0;53764.0;5
243;455000.0;5731000.0;53867.0;4
243;455000.0;5731000.0;53916.0;5
243;455000.0;5731000.0;53933.0;6
243;455000.0;5731000.0;54526.0;5
243;455000.0;5731000.0;54635.0;4
243;455000.0;5731000.0;55144.0;3
243;455000.0;5731000.0;55180.0;2
243;455000.0;5731000.0;55582.0;3
243;455000.0;5731000.0;55635.0;2
243;455000.0;5731000.0;55940.0;1
243;455000.0;5731000.0;56174.0;0
243;455000.0;5731000.0;61312.0;1
243;455000.0;5731000.0;61318.0;2
243;455000.0;5731000.0;61450.0;3
243;455000.0;5731000.0;62185.0;4
243;455000.0;5731000.0;62562.0;5
243;455000.0;5731000.0;62968.0;4
243;455000.0;5731000.0;63297.0;5
243;455000.0;5731000.0;64031.0;4
243;455000.0;5731000.0;64501.0;5
243;455000.0;5731000.0;64845.0;6
243;455000.0;5731000.0;65046.0;7
243;455000.0;5731000.0;65479.0;8
243;455000.0;5731000.0;65761.0;9
243;455000.0;5731000.0;66190.0;8
243;455000.0;5731000.0;66976.0;7
243;455000.0;5731000.0;67365.0;6
243;455000.0;5731000.0;68681.0;5
243;455000.0;5731000.0;69121.0;6
243;455000.0;5731000.0;70201.0;5
243;455000.0;5731000.0;70592.0;6
243;455000.0;5731000.0;70859.0;5
243;455000.0;5731000.0;71275.0;6
243;455000.0;5731000.0;72157.0;5
243;455000.0;5731000.0;86400.0;4
243;455000.0;5731000.0;86400.0;3
243;455000.0;5731000.0;86400.0;2
243;455000.0;5731000.0;86400.0;1
243;455000.0;5731000.0;86400.0;0
408;467000.0;5713000.0;0.0;0
338;461000.0;5747000.0;0.0;0
6;439000.0;5721000.0;0.0;0
458;469000.0;5755000.0;0.0;0
213;453000.0;5729000.0;0.0;0
213;453000.0;5729000.0;0.0;1
213;453000.0;5729000.0;0.0;2
213;453000.0;5729000.0;22767.0;1
213;453000.0;5729000.0;23471.0;0
213;453000.0;5729000.0;25178.0;1
213;453000.0;5729000.0;25647.0;0
213;453000.0;5729000.0;31882.0;1
213;453000.0;5729000.0;33408.0;2
213;453000.0;5729000.0;51888.0;1
213;453000.0;5729000.0;53123.0;0
213;453000.0;5729000.0;55033.0;1
213;453000.0;5729000.0;55334.0;0
213;453000.0;5729000.0;61319.0;1
213;453000.0;5729000.0;61770.0;2
213;453000.0;5729000.0;61777.0;3
213;453000.0;5729000.0;62207.0;2
213;453000.0;5729000.0;62888.0;3
213;453000.0;5729000.0;63153.0;2
213;453000.0;5729000.0;63439.0;3
213;453000.0;5729000.0;63570.0;4
213;453000.0;5729000.0;64448.0;5
213;453000.0;5729000.0;64502.0;4
213;453000.0;5729000.0;64758.0;3
213;453000.0;5729000.0;65112.0;2
213;453000.0;5729000.0;65358.0;1
213;453000.0;5729000.0;65758.0;0
213;453000.0;5729000.0;66096.0;1
213;453000.0;5729000.0;68305.0;0
396;465000.0;5747000.0;0.0;0
162;449000.0;5743000.0;0.0;0
162;449000.0;5743000.0;0.0;1
162;449000.0;5743000.0;26477.0;0
440;469000.0;5719000.0;0.0;0
440;469000.0;5719000.0;0.0;1
440;469000.0;5719000.0;86400.0;0
455;469000.0;5749000.0;0.0;0
335;461000.0;5741000.0;0.0;0
335;461000.0;5741000.0;0.0;1
335;461000.0;5741000.0;0.0;2
335;461000.0;5741000.0;0.0;3
335;461000.0;5741000.0;23942.0;2
335;461000.0;5741000.0;24289.0;1
335;461000.0;5741000.0;24506.0;0
578;477000.0;5763000.0;0.0;0
535;475000.0;5735000.0;0.0;0
619;481000.0;5729000.0;0.0;0
179;451000.0;5719000.0;0.0;0
546;475000.0;5757000.0;0.0;0
546;475000.0;5757000.0;0.0;1
546;475000.0;5757000.0;86400.0;0
214;453000.0;5731000.0;0.0;0
214;453000.0;5731000.0;0.0;1
214;453000.0;5731000.0;0.0;2
214;453000.0;5731000.0;0.0;3
214;453000.0;5731000.0;0.0;4
214;453000.0;5731000.0;0.0;5
214;453000.0;5731000.0;0.0;6
214;453000.0;5731000.0;0.0;7
214;453000.0;5731000.0;0.0;8
214;453000.0;5731000.0;0.0;9
214;453000.0;5731000.0;22440.0;8
214;453000.0;5731000.0;22935.0;7
214;453000.0;5731000.0;23456.0;8
214;453000.0;5731000.0;23520.0;7
214;453000.0;5731000.0;23568.0;8
214;453000.0;5731000.0;23843.0;9
214;453000.0;5731000.0;23917.0;8
214;453000.0;5731000.0;24027.0;7
214;453000.0;5731000.0;24145.0;6
214;453000.0;5731000.0;24189.0;5
214;453000.0;5731000.0;24190.0;4
214;453000.0;5731000.0;24228.0;3
214;453000.0;5731000.0;24380.0;4
214;453000.0;5731000.0;24486.0;5
214;453000.0;5731000.0;24662.0;4
214;453000.0;5731000.0;24691.0;3
214;453000.0;5731000.0;24795.0;2
214;453000.0;5731000.0;24986.0;1
214;453000.0;5731000.0;25361.0;0
214;453000.0;5731000.0;28851.0;1
214;453000.0;5731000.0;28961.0;2
214;453000.0;5731000.0;29163.0;1
214;453000.0;5731000.0;29345.0;2
214;453000.0;5731000.0;29645.0;1
214;453000.0;5731000.0;30141.0;2
214;453000.0;5731000.0;30277.0;1
214;453000.0;5731000.0;30320.0;0
214;453000.0;5731000.0;30442.0;1
214;453000.0;5731000.0;30879.0;2
214;453000.0;5731000.0;31050.0;3
214;453000.0;5731000.0;31120.0;4
214;453000.0;5731000.0;31330.0;5
214;453000.0;5731000.0;31521.0;4
214;453000.0;5731000.0;31656.0;3
214;453000.0;5731000.0;31736.0;4
214;453000.0;5731000.0;31921.0;5
214;453000.0;5731000.0;34523.0;6
214;453000.0;5731000.0;49617.0;5
214;453000.0;5731000.0;52349.0;6
214;453000.0;5731000.0;52660.0;5
214;453000.0;5731000.0;52799.0;4
214;453000.0;5731000.0;52847.0;3
214;453000.0;5731000.0;53402.0;2
214;453000.0;5731000.0;53695.0;1
214;453000.0;5731000.0;54443.0;0
214;453000.0;5731000.0;62466.0;1
214;453000.0;5731000.0;62555.0;0
214;453000.0;5731000.0;62581.0;1
214;453000.0;5731000.0;65841.0;2
214;453000.0;5731000.0;68591.0;3
214;453000.0;5731000.0;69668.0;4
214;453000.0;5731000.0;86400.0;3
214;453000.0;5731000.0;86400.0;2
214;453000.0;5731000.0;86400.0;1
214;453000.0;5731000.0;86400.0;0
253;455000.0;5751000.0;0.0;0
646;483000.0;5725000.0;0.0;0
112;445000.0;5759000.0;0.0;0
30;441000.0;5711000.0;0.0;0
382;465000.0;5719000.0;0.0;0
85;443000.0;5763000.0;0.0;0
410;467000.0;5717000.0;0.0;0
114;445000.0;5763000.0;0.0;0
127;447000.0;5731000.0;0.0;0
127;447000.0;5731000.0;55430.0;1
127;447000.0;5731000.0;86400.0;0
424;467000.0;5745000.0;0.0;0
152;449000.0;5723000.0;0.0;0
325;461000.0;5721000.0;0.0;0
544;475000.0;5753000.0;0.0;0
218;453000.0;5739000.0;0.0;0
218;453000.0;5739000.0;0.0;1
218;453000.0;5739000.0;23326.0;0
218;453000.0;5739000.0;27072.0;1
218;453000.0;5739000.0;27395.0;0
218;453000.0;5739000.0;27462.0;1
218;453000.0;5739000.0;27520.0;0
218;453000.0;5739000.0;28802.0;1
218;453000.0;5739000.0;29469.0;2
218;453000.0;5739000.0;30196.0;3
218;453000.0;5739000.0;30413.0;2
218;453000.0;5739000.0;30644.0;3
218;453000.0;5739000.0;31408.0;4
218;453000.0;5739000.0;31597.0;5
218;453000.0;5739000.0;31684.0;6
218;453000.0;5739000.0;32046.0;7
218;453000.0;5739000.0;32064.0;8
218;453000.0;5739000.0;32591.0;9
218;453000.0;5739000.0;33060.0;10
218;453000.0;5739000.0;33355.0;11
